"","year","area","street","street2","html"
"397",2011,"birmingham","ParadeSuttonTownCentre"," parade, sutton town centre",""
"398",2011,"birmingham","ParkestonCrescentKinsgatndingBham"," parkeston crescent, kinsgatnding, b'ham",""
"399",2011,"birmingham","PLANTSGROVEERDINGTON","plants grove erdington",""
"400",2011,"birmingham","PypeHayesRoadPypeHayesBham"," pype hayes road, pype hayes, b'ham",""
"401",2011,"birmingham","PypeHayesRoadPypeHayesBham"," pype hayes road, pype hayes, b'ham",""
"402",2011,"birmingham","PypeHayesRoadPypeHayesBham"," pype hayes road, pype hayes, b'ham",""
"403",2011,"birmingham","queenstreet","queen street",""
"404",2011,"birmingham","queenstreet","queen street",""
"405",2011,"birmingham","queenstreet","queen street",""
"406",2011,"birmingham","queenstreet","queen street",""
"407",2011,"birmingham","QueenStreetSuttonColdfieldTowncentre","queen street sutton coldfield town centre",""
"408",2011,"birmingham","QueslettRoadEast","queslett road east",""
"409",2011,"birmingham","REDACRERDBOLDMERE","redacre rd boldmere",""
"410",2011,"birmingham","RESERVOIRROAD","reservoir road",""
"411",2011,"birmingham","Ridgeway","ridgeway",""
"412",2011,"birmingham","SladeRoadErdingtonBham"," slade road, erdington, b'ham",""
"413",2011,"birmingham","SladeRoadErdingtonBham"," slade road, erdington, b'ham",""
"414",2011,"birmingham","SothparadeSuttonColdfield"," soth parade, sutton coldfield",""
"415",2011,"birmingham","SothparadeSuttonColdfield"," soth parade, sutton coldfield",""
"416",2011,"birmingham","southparade","south parade",""
"417",2011,"birmingham","SOUTHPARADE","south parade",""
"418",2011,"birmingham","SOUTHPARADE","south parade",""
"419",2011,"birmingham","SouthParade","south parade",""
"420",2011,"birmingham","SouthParade","south parade",""
"421",2011,"birmingham","SouthParade","south parade",""
"422",2011,"birmingham","SouthParade","south parade",""
"423",2011,"birmingham","SOUTHPARADE","south parade",""
"424",2011,"birmingham","SouthParade","south parade",""
"425",2011,"birmingham","southparade","south parade",""
"426",2011,"birmingham","southparade","south parade",""
"427",2011,"birmingham","SouthParade","south parade",""
"428",2011,"birmingham","SouthParadetowncentreSuttonColdfield"," south parade ‚â„õ‚ê town centre, sutton coldfield",""
"429",2011,"birmingham","SouthParadeSuttonColdfield","south parade sutton coldfield",""
"430",2011,"birmingham","SouthparadeSuttonColdfield","south parade sutton coldfield",""
"431",2011,"birmingham","SouthParadeSuttonTowncentre","south parade sutton town centre",""
"432",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"433",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"434",2011,"birmingham","SouthparadeSuttonColdfield"," south parade, sutton coldfield",""
"435",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"436",2011,"birmingham","SouthparadeSuttonColdfield"," south parade, sutton coldfield",""
"437",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"438",2011,"birmingham","SouthparadeSuttonColdfield"," south parade, sutton coldfield",""
"439",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"440",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"441",2011,"birmingham","SouthParadeSuttonColdfield"," south parade, sutton coldfield",""
"442",2011,"birmingham","SouthparadeSuttonColdfield"," south parade, sutton coldfield",""
"443",2011,"birmingham","SouthparadeSuttonTownCentre"," south parade, sutton town centre",""
"444",2011,"birmingham","SouthParadeTownCentreSuttonColdfield"," south parade, town centre, sutton coldfield",""
"445",2011,"birmingham","STORNAWAYROADCASTLEVALE","stornaway road castle vale",""
"446",2011,"birmingham","STREETLEYROADERDINGTON","streetley road erdington",""
"447",2011,"birmingham","sumburghcroft","sumburgh croft",""
"448",2011,"birmingham","SuttonColdfieldTownCentre","sutton coldfield town centre",""
"449",2011,"birmingham","SuttonColdfieldTownCentre","sutton coldfield town centre",""
"450",2011,"birmingham","SuttonNewRoad","sutton new road",""
"451",2011,"birmingham","SuttonNewRoadErdington","sutton new road erdington",""
"452",2011,"birmingham","SUTTONNEWROADERDINGTON","sutton new road erdington",""
"453",2011,"birmingham","SUTTONNEWROADERDINGTON","sutton new road erdington",""
"454",2011,"birmingham","SuttonNewRoadErdingtonBham"," sutton new road, erdington, b'ham",""
"455",2011,"birmingham","SuttonParade","sutton parade",""
"456",2011,"birmingham","SUTTONPARADE","sutton parade",""
"457",2011,"birmingham","SuttonParade","sutton parade",""
"458",2011,"birmingham","SuttonTowncentre","sutton town centre",""
"459",2011,"birmingham","suttontowncentre","sutton town centre",""
"460",2011,"birmingham","suttontowncentre","sutton town centre",""
"461",2011,"birmingham","suttontowncentre","sutton town centre",""
"462",2011,"birmingham","SuttonTownCentre","sutton town centre",""
"463",2011,"birmingham","tedburycrescent","tedbury crescent",""
"464",2011,"birmingham","TescosExpressWalsallRoadFourOaksSuttonColdfield"," tesco's express, walsall road, four oaks, sutton coldfield",""
"465",2011,"birmingham","TheParade","the parade",""
"466",2011,"birmingham","TheParade","the parade",""
"467",2011,"birmingham","TheParade","the parade",""
"468",2011,"birmingham","theparadesutton","the parade sutton",""
"469",2011,"birmingham","THEPARADESUTTONCOLDFIELD","the parade sutton coldfield",""
"470",2011,"birmingham","TheParadeBirminghamRoadSuttonColdfield"," the parade, birmingham road, sutton coldfield",""
"471",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"472",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"473",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"474",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"475",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"476",2011,"birmingham","TheParadeSuttonColdfield"," the parade, sutton coldfield",""
"477",2011,"birmingham","TheParadeSuttonTownCentre"," the parade, sutton town centre",""
"478",2011,"birmingham","theparade","the parade....",""
"479",2011,"birmingham","THERIDGEWAY","the ridgeway",""
"480",2011,"birmingham","TheRidgeway","the ridgeway",""
"481",2011,"birmingham","TheRidgeway","the ridgeway",""
"482",2011,"birmingham","TheSwanPH","the swan ph",""
"483",2011,"birmingham","turnhouseroad","turnhouse road",""
"484",2011,"birmingham","UpperHollandRoad","upper holland road",""
"485",2011,"birmingham","VictoriaRd","victoria rd",""
"486",2011,"birmingham","VictoriaRd","victoria rd",""
"487",2011,"birmingham","victoriard","victoria rd",""
"488",2011,"birmingham","WalshDriveWalmleySuttonColdfield"," walsh drive, walmley, sutton coldfield",""
"489",2011,"birmingham","WarrenFarmRd","warren farm rd",""
"490",2011,"birmingham","WarrenFarmRoad","warren farm road",""
"491",2011,"birmingham","whitehousecommonrd","whitehouse common rd",""
"492",2011,"birmingham","wiltonRd","wilton rd",""
"493",2011,"birmingham","WindsorHouseJarvisRoadErdington"," windsor house, jarvis road, erdington",""
"494",2011,"birmingham","WittonLodgeRoad","witton lodge road",""
"495",2011,"birmingham","WittonlodgeRoaderdington"," witton lodge road, erdington",""
"496",2011,"birmingham","YorkRoad","york road",""
"497",2011,"birmingham","AbdonAve","abdon ave",""
"498",2011,"birmingham","AlcesterRoadSouth","alcester road south",""
"499",2011,"birmingham","alvechurchrd","alvechurch rd",""
"500",2011,"birmingham","ardenroad","arden road",""
"501",2011,"birmingham","ardencotefroad","ardencote froad",""
"502",2011,"birmingham","AshleyClose","ashley close",""
"503",2011,"birmingham","baltispiceBristolrdSouth","balti spice bristol rd south",""
"504",2011,"birmingham","BarnesHill","barnes hill",""
"505",2011,"birmingham","BarrowHouse","barrow house",""
"506",2011,"birmingham","BellStreet","bell street",""
"507",2011,"birmingham","BirminghamNewStreet","birmingham new street",""
"508",2011,"birmingham","BirminghamNewStreet","birmingham new street",""
"509",2011,"birmingham","BirminghamNewStreet","birmingham new street",""
"510",2011,"birmingham","BirminghamStreetOldbury"," birmingham street, oldbury",""
"511",2011,"birmingham","BlandfordRoad","blandford road",""
"512",2011,"birmingham","BournbrookRoad","bournbrook road",""
"513",2011,"birmingham","BournvilleFrontOffice","bournville front office",""
"514",2011,"birmingham","bournvillefrontoffice","bournville front office",""
"515",2011,"birmingham","bournvillelane","bournville lane",""
"516",2011,"birmingham","BournvilleLane","bournville lane",""
"517",2011,"birmingham","Bournvillelanefrontoffice","bournville lane front office",""
"518",2011,"birmingham","bowlinggreenroad","bowling green road",""
"519",2011,"birmingham","BristolRd","bristol rd",""
"520",2011,"birmingham","bristolrd","bristol rd",""
"521",2011,"birmingham","bristolrd","bristol rd",""
"522",2011,"birmingham","bristolrd","bristol rd",""
"523",2011,"birmingham","bristolrdsellyoak","bristol rd selly oak",""
"524",2011,"birmingham","bristolrdsouth","bristol rd south",""
"525",2011,"birmingham","bristolrdsouth","bristol rd south",""
"526",2011,"birmingham","bristolrdsth","bristol rd sth",""
"527",2011,"birmingham","BristolRdNorthfield"," bristol rd, northfield",""
"528",2011,"birmingham","BristolRdSellyOak"," bristol rd, selly oak",""
"529",2011,"birmingham","BristolRoad","bristol road",""
"530",2011,"birmingham","BristolRoad","bristol road",""
"531",2011,"birmingham","BristolRoad","bristol road",""
"532",2011,"birmingham","BristolRoad","bristol road",""
"533",2011,"birmingham","BristolRoad","bristol road",""
"534",2011,"birmingham","BristolRoad","bristol road",""
"535",2011,"birmingham","bristolroad","bristol road",""
"536",2011,"birmingham","bristolroad","bristol road",""
"537",2011,"birmingham","BristolRoad","bristol road",""
"538",2011,"birmingham","bristolroad","bristol road",""
"539",2011,"birmingham","bristolroad","bristol road",""
"540",2011,"birmingham","bristolroad","bristol road",""
"541",2011,"birmingham","bristolroad","bristol road",""
"542",2011,"birmingham","BristolRoad","bristol road",""
"543",2011,"birmingham","BristolRoadNorthfield","bristol road northfield",""
"544",2011,"birmingham","bristolroadsellyoak","bristol road selly oak",""
"545",2011,"birmingham","BristolRoadsellyOak","bristol road selly oak",""
"546",2011,"birmingham","bristolroadsellyoak","bristol road selly oak",""
"547",2011,"birmingham","BristolRoadSouthNorthfield"," bristol road south, northfield",""
"548",2011,"birmingham","BristolRoadSouthSellyOak"," bristol road south, selly oak",""
"549",2011,"birmingham","BristolRoadSellyOak"," bristol road, selly oak",""
"550",2011,"birmingham","BristolRoadSellyOak"," bristol road, selly oak",""
"551",2011,"birmingham","BristolRoadSellyOak"," bristol road, selly oak",""
"552",2011,"birmingham","broadstreet","broad street",""
"553",2011,"birmingham","broadstreet","broad street",""
"554",2011,"birmingham","broadstreet","broad street",""
"555",2011,"birmingham","BroadStreetCityCentre"," broad street, city centre",""
"556",2011,"birmingham","BroadStreetCityCentre"," broad street, city centre",""
"557",2011,"birmingham","Brooklane","brook lane",""
"558",2011,"birmingham","bunburryroad","bunburry road",""
"559",2011,"birmingham","bunburryroad","bunburry road",""
"560",2011,"birmingham","BurnhillGroveWeoleyCastleBirmingham"," burnhill grove ,weoley castle ,birmingham.",""
"561",2011,"birmingham","CarParkofBournvillelanePStn","car park of bournville lane p/stn",""
"562",2011,"birmingham","chinbrookroadbillsley"," chinbrook road, billsley",""
"563",2011,"birmingham","churchhillnortthfield","church hill nortthfield",""
"564",2011,"birmingham","ChurchRoad","church road",""
"565",2011,"birmingham","ComptonRoadCradleyHeath"," compton road, cradley heath",""
"566",2011,"birmingham","CostcuttersArdernRoad"," costcutters, ardern road",""
"567",2011,"birmingham","dawberryroad","dawberry road",""
"568",2011,"birmingham","DawlishRoad","dawlish road",""
"569",2011,"birmingham","dingleclub","dingle club",""
"570",2011,"birmingham","doddingtonroad","doddington road",""
"571",2011,"birmingham","DogKennelLane","dog kennel lane",""
"572",2011,"birmingham","dogpoollane","dog pool lane",""
"573",2011,"birmingham","downfielddrive","downfield drive",""
"574",2011,"birmingham","Dudleybusstation","dudley bus station",""
"575",2011,"birmingham","DwellingsLane","dwellings lane",""
"576",2011,"birmingham","EAFO","eafo",""
"577",2011,"birmingham","EdgbastonCricketGround","edgbaston cricket ground",""
"578",2011,"birmingham","edgbastonparkroad","edgbaston park road",""
"579",2011,"birmingham","ExeterRdHubertRd","exeter rd / hubert rd",""
"580",2011,"birmingham","fordhouselane","fordhouse lane",""
"581",2011,"birmingham","FourACresQuinton"," four acres ,quinton.",""
"582",2011,"birmingham","FrogmillRoadFrankley"," frogmill road, frankley",""
"583",2011,"birmingham","gennerslane","genners lane",""
"584",2011,"birmingham","GlastonburyRoad","glastonbury road",""
"585",2011,"birmingham","greatparkrubery","great park rubery",""
"586",2011,"birmingham","GriffinsBrookLane","griffins brook lane",""
"587",2011,"birmingham","GrosvenorShoppingCentre","grosvenor shopping centre",""
"588",2011,"birmingham","hagleyRoad","hagley road",""
"589",2011,"birmingham","hagleyroad","hagley road",""
"590",2011,"birmingham","hagleyroad","hagley road",""
"591",2011,"birmingham","HagleyRoad","hagley road",""
"592",2011,"birmingham","hagleyroad","hagley road",""
"593",2011,"birmingham","HagleyRoad","hagley road",""
"594",2011,"birmingham","HagleyRoad","hagley road",""
"595",2011,"birmingham","HagleyRoad","hagley road",""
"596",2011,"birmingham","HagleyRoad","hagley road",""
"597",2011,"birmingham","HagleyRoadEdgbaston"," hagley road, edgbaston",""
"598",2011,"birmingham","HagleyRoadEedgbaston"," hagley road, eedgbaston",""
"599",2011,"birmingham","HarborneCricketclub","harborne cricket club",""
"600",2011,"birmingham","Harbornehighst","harborne high st",""
"601",2011,"birmingham","HarborneHighStreet","harborne high street",""
"602",2011,"birmingham","HarborneHighStreet","harborne high street",""
"603",2011,"birmingham","HarborneHighstreet","harborne high street",""
"604",2011,"birmingham","HarborneParkRoad","harborne park road",""
"605",2011,"birmingham","HarbornePoliceStation","harborne police station",""
"606",2011,"birmingham","Harbournecricketclub","harbourne cricket club",""
"607",2011,"birmingham","HawkesleyEnd","hawkesley end",""
"608",2011,"birmingham","HawkesleySquare","hawkesley square",""
"609",2011,"birmingham","HazelwellStreet","hazelwell street",""
"610",2011,"birmingham","heathmilllanedigbeth","heathmill lane digbeth",""
"611",2011,"birmingham","heronswood","herons wood",""
"612",2011,"birmingham","HighSt","high st",""
